,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,PorchSF
566,60.0,RL,77.0,11198.0,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9.0,5.0,2005.0,2007.0,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,1122.0,GasA,Ex,Y,SBrkr,0.0,2504.0,0.0,0.0,2.0,1.0,4.0,1.0,Ex,11.0,Typ,1.0,Gd,BuiltIn,2005.0,Fin,3.0,656.0,TA,Y,144.0,NA,NA,0.0,6.0,2008.0,WD,Normal,3626.0,39.0
954,90.0,RL,35.0,9400.0,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6.0,5.0,1975.0,1975.0,WdShing,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,0.0,GasA,TA,Y,SBrkr,0.0,980.0,0.0,2.0,2.0,0.0,4.0,0.0,TA,4.0,Typ,0.0,NA,NA,1979.0,NA,0.0,0.0,NA,Y,0.0,NA,NA,0.0,10.0,2006.0,WD,AdjLand,1925.0,0.0
502,20.0,RL,70.0,9170.0,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5.0,7.0,1965.0,1965.0,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,420.0,GasA,Ex,Y,SBrkr,0.0,1214.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1965.0,Unf,2.0,461.0,Fa,Y,0.0,GdPrv,Shed,400.0,4.0,2007.0,WD,Normal,2428.0,184.0
1322,60.0,RL,107.0,10186.0,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,5.0,1992.0,1992.0,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,76.0,GasA,Ex,Y,SBrkr,0.0,1923.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1992.0,RFn,2.0,564.0,TA,Y,240.0,NA,NA,0.0,6.0,2010.0,WD,Normal,2673.0,39.0
1202,50.0,RM,50.0,6000.0,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,8.0,1925.0,1997.0,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,884.0,GasA,Ex,Y,SBrkr,0.0,1348.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Fa,Detchd,1960.0,Unf,1.0,216.0,TA,N,0.0,NA,NA,0.0,5.0,2009.0,WD,Normal,2232.0,208.0
147,60.0,RL,70.0,9505.0,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2001.0,2001.0,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,884.0,GasA,Ex,Y,SBrkr,0.0,2035.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,BuiltIn,2001.0,Fin,2.0,434.0,TA,Y,144.0,NA,NA,0.0,5.0,2010.0,WD,Normal,2919.0,48.0
413,30.0,RM,56.0,8960.0,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5.0,6.0,1927.0,1950.0,WdShing,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,1008.0,GasA,Gd,Y,FuseA,0.0,1028.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1927.0,Unf,2.0,360.0,TA,Y,0.0,NA,NA,0.0,3.0,2010.0,WD,Normal,2036.0,130.0
980,85.0,RL,70.0,12122.0,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,7.0,9.0,1961.0,2007.0,CemntBd,Stone,210.0,Ex,TA,CBlock,TA,TA,Av,ALQ,77.0,GasA,Gd,Y,SBrkr,0.0,999.0,1.0,0.0,1.0,0.0,3.0,1.0,Ex,6.0,Typ,0.0,NA,Attchd,1961.0,RFn,2.0,588.0,TA,Y,144.0,NA,NA,0.0,7.0,2008.0,WD,Normal,1943.0,76.0
1370,50.0,RL,90.0,5400.0,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4.0,6.0,1920.0,1950.0,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,420.0,GasA,Ex,Y,SBrkr,0.0,1374.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1967.0,Fin,1.0,338.0,TA,Y,0.0,NA,NA,0.0,10.0,2009.0,WD,Normal,2214.0,198.0
678,20.0,RL,80.0,11844.0,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8.0,5.0,2008.0,2008.0,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,2046.0,GasA,Ex,Y,SBrkr,0.0,2046.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2008.0,Fin,3.0,834.0,TA,Y,322.0,NA,NA,0.0,7.0,2009.0,New,Partial,4092.0,82.0
477,60.0,RL,105.0,13693.0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.0,5.0,2006.0,2006.0,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,2153.0,GasA,Ex,Y,SBrkr,0.0,2643.0,0.0,0.0,2.0,1.0,3.0,1.0,Ex,9.0,Typ,1.0,Gd,BuiltIn,2006.0,Fin,3.0,694.0,TA,Y,414.0,NA,NA,0.0,3.0,2007.0,WD,Normal,4796.0,84.0
189,120.0,RL,41.0,4923.0,Reg,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,2001.0,2002.0,CemntBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,440.0,GasA,Ex,Y,SBrkr,0.0,1593.0,1.0,0.0,1.0,1.0,0.0,1.0,Ex,5.0,Typ,1.0,Gd,Attchd,2001.0,Fin,2.0,682.0,TA,Y,0.0,NA,NA,0.0,8.0,2008.0,WD,Normal,3186.0,344.0
1175,50.0,RL,85.0,10678.0,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8.0,5.0,1992.0,2000.0,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,983.0,GasA,Ex,Y,SBrkr,0.0,2872.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1992.0,Fin,2.0,541.0,TA,Y,0.0,NA,NA,0.0,4.0,2007.0,WD,Normal,4555.0,33.0
626,20.0,RL,70.0,12342.0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1960.0,1978.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,978.0,GasA,TA,Y,SBrkr,0.0,1422.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Min1,1.0,TA,Attchd,1960.0,RFn,1.0,286.0,TA,Y,0.0,GdWo,Shed,600.0,8.0,2007.0,WD,Normal,2400.0,36.0
144,90.0,RM,70.0,9100.0,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5.0,5.0,1963.0,1963.0,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,396.0,GasA,TA,Y,SBrkr,0.0,1728.0,1.0,0.0,2.0,0.0,6.0,2.0,TA,10.0,Typ,0.0,NA,Detchd,1963.0,Unf,2.0,504.0,TA,Y,0.0,NA,NA,0.0,11.0,2006.0,ConLI,Abnorml,3456.0,0.0
773,20.0,RL,70.0,10150.0,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5.0,5.0,1958.0,1958.0,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,GasA,Ex,Y,FuseA,0.0,912.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1958.0,RFn,1.0,275.0,TA,Y,0.0,NA,NA,0.0,7.0,2007.0,COD,Normal,1824.0,0.0
1007,160.0,RM,21.0,2217.0,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4.0,4.0,1970.0,1970.0,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,0.0,GasA,TA,Y,SBrkr,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1970.0,RFn,1.0,286.0,TA,Y,238.0,NA,NA,0.0,8.0,2009.0,WD,Normal,1638.0,0.0
201,20.0,RL,75.0,10125.0,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6.0,6.0,1977.0,1977.0,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,276.0,GasA,TA,Y,SBrkr,0.0,1279.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,2.0,Fa,Detchd,1980.0,Unf,2.0,473.0,TA,Y,238.0,MnPrv,NA,0.0,2.0,2008.0,WD,Normal,2475.0,83.0
909,60.0,RL,149.0,12589.0,IR2,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,2005.0,2005.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,742.0,GasA,Ex,Y,SBrkr,0.0,1484.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,390.0,TA,Y,36.0,NA,NA,0.0,6.0,2009.0,WD,Normal,2226.0,24.0
286,50.0,RL,77.0,9786.0,IR1,Bnk,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1962.0,1981.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,312.0,GasA,TA,Y,SBrkr,0.0,1734.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1962.0,RFn,2.0,440.0,TA,Y,0.0,GdPrv,NA,0.0,6.0,2006.0,WD,Normal,2646.0,128.0
300,190.0,RL,90.0,15750.0,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5.0,5.0,1953.0,1953.0,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,324.0,GasA,TA,Y,SBrkr,0.0,1336.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,2.0,Gd,Attchd,1953.0,Unf,1.0,375.0,TA,Y,0.0,NA,NA,0.0,6.0,2006.0,WD,Normal,2501.0,0.0
1330,20.0,RL,85.0,10000.0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2006.0,2006.0,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,1588.0,GasA,Ex,Y,SBrkr,0.0,1588.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2006.0,RFn,3.0,825.0,TA,Y,144.0,NA,NA,0.0,12.0,2007.0,WD,Normal,3176.0,45.0
411,190.0,RL,100.0,34650.0,Reg,Bnk,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5.0,5.0,1955.0,1955.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,0.0,GasA,TA,N,SBrkr,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1955.0,Fin,2.0,572.0,TA,Y,264.0,NA,NA,0.0,1.0,2006.0,WD,Normal,2112.0,0.0
123,120.0,RL,55.0,7892.0,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6.0,5.0,1993.0,1993.0,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,899.0,GasA,Ex,Y,SBrkr,0.0,1199.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,NA,Attchd,1993.0,RFn,2.0,530.0,TA,Y,0.0,NA,NA,0.0,3.0,2008.0,WD,Normal,2398.0,63.0
1238,20.0,RL,63.0,13072.0,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6.0,5.0,2005.0,2005.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1141.0,GasA,Ex,Y,SBrkr,0.0,1141.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,2005.0,Unf,2.0,484.0,TA,Y,0.0,NA,NA,0.0,3.0,2006.0,WD,Abnorml,2282.0,0.0
206,20.0,RL,40.0,13673.0,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5.0,5.0,1962.0,1962.0,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,1140.0,GasA,TA,Y,SBrkr,0.0,1696.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,8.0,Min2,1.0,TA,Attchd,1962.0,RFn,1.0,349.0,TA,Y,0.0,NA,NA,0.0,3.0,2007.0,WD,Normal,2836.0,30.0
860,50.0,RL,55.0,7642.0,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7.0,8.0,1918.0,1998.0,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,912.0,GasA,Gd,Y,SBrkr,0.0,1426.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,1925.0,Unf,1.0,216.0,TA,Y,0.0,GdPrv,NA,0.0,6.0,2007.0,WD,Normal,2338.0,240.0
252,60.0,RL,65.0,8366.0,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,2004.0,2004.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,798.0,GasA,Ex,Y,SBrkr,0.0,1640.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2004.0,RFn,2.0,520.0,TA,Y,138.0,NA,NA,0.0,12.0,2008.0,WD,Normal,2438.0,45.0
1387,50.0,RM,60.0,8520.0,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6.0,7.0,1916.0,1950.0,Stucco,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,0.0,GasW,TA,N,SBrkr,0.0,2526.0,0.0,0.0,2.0,0.0,5.0,1.0,Gd,10.0,Typ,1.0,Gd,Detchd,1916.0,Unf,1.0,216.0,TA,Y,88.0,GdWo,NA,0.0,8.0,2007.0,CWD,Family,3240.0,15.0
1373,20.0,RL,70.0,11400.0,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10.0,5.0,2001.0,2002.0,VinylSd,BrkFace,705.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1351.0,GasA,Ex,Y,SBrkr,0.0,2633.0,1.0,0.0,2.0,1.0,2.0,1.0,Ex,8.0,Typ,2.0,Gd,Attchd,2001.0,RFn,3.0,804.0,TA,Y,314.0,NA,NA,0.0,3.0,2007.0,WD,Normal,5266.0,140.0
1183,30.0,RL,60.0,10800.0,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,6.0,1920.0,1950.0,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,299.0,GasA,Ex,Y,SBrkr,0.0,1130.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1970.0,Unf,2.0,720.0,TA,Y,229.0,NA,NA,0.0,6.0,2006.0,WD,Normal,2250.0,0.0
395,20.0,RL,68.0,9571.0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1956.0,1956.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,405.0,GasA,TA,Y,SBrkr,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1956.0,Unf,1.0,596.0,TA,Y,44.0,NA,NA,0.0,6.0,2010.0,WD,Normal,2288.0,0.0
879,20.0,RL,70.0,7000.0,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,8.0,1978.0,2005.0,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,218.0,GasA,Ex,Y,SBrkr,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1978.0,Unf,1.0,336.0,TA,Y,0.0,GdWo,NA,0.0,7.0,2009.0,WD,Normal,1728.0,0.0
224,20.0,RL,103.0,13472.0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2003.0,2003.0,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2336.0,GasA,Ex,Y,SBrkr,0.0,2392.0,0.0,0.0,2.0,0.0,3.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,2003.0,Fin,3.0,968.0,TA,Y,248.0,NA,NA,0.0,6.0,2009.0,WD,Normal,4784.0,105.0
659,20.0,RL,75.0,9937.0,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,7.0,1964.0,1999.0,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,849.0,GasA,Ex,Y,SBrkr,0.0,1486.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,NA,Detchd,1968.0,Fin,2.0,480.0,TA,Y,0.0,MnPrv,NA,0.0,3.0,2009.0,WD,Normal,2972.0,0.0
1,20.0,RL,80.0,9600.0,Reg,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6.0,8.0,1976.0,1976.0,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,284.0,GasA,Ex,Y,SBrkr,0.0,1262.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1976.0,RFn,2.0,460.0,TA,Y,298.0,NA,NA,0.0,5.0,2007.0,WD,Normal,2524.0,0.0
113,20.0,RL,70.0,21000.0,Reg,Bnk,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6.0,5.0,1953.0,1953.0,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,905.0,GasA,TA,Y,SBrkr,0.0,2259.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,2.0,Gd,Basment,1953.0,Unf,2.0,450.0,TA,Y,166.0,MnPrv,NA,0.0,10.0,2007.0,COD,Abnorml,4068.0,312.0
719,20.0,RL,69.0,9920.0,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,6.0,1969.0,1969.0,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,448.0,GasA,TA,Y,SBrkr,0.0,971.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,1.0,Po,Attchd,1969.0,Unf,1.0,300.0,TA,Y,0.0,NA,NA,0.0,5.0,2006.0,WD,Normal,1942.0,0.0
1394,120.0,RL,53.0,4045.0,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2006.0,2006.0,VinylSd,BrkFace,45.0,Gd,TA,PConc,Gd,TA,Av,GLQ,286.0,GasA,Ex,Y,SBrkr,0.0,1500.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,Y,161.0,NA,NA,0.0,10.0,2006.0,New,Partial,2856.0,20.0
977,120.0,FV,35.0,4274.0,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7.0,5.0,2006.0,2007.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,135.0,GasA,Ex,Y,SBrkr,0.0,1241.0,1.0,0.0,1.0,1.0,1.0,1.0,Gd,4.0,Typ,0.0,NA,Attchd,2007.0,Fin,2.0,569.0,TA,Y,0.0,NA,NA,0.0,11.0,2007.0,New,Partial,2482.0,116.0
1284,50.0,RL,50.0,9638.0,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6.0,7.0,1919.0,1990.0,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,804.0,GasA,Ex,Y,SBrkr,0.0,2447.0,0.0,0.0,2.0,0.0,4.0,1.0,Gd,10.0,Min2,1.0,Gd,Detchd,1969.0,Unf,1.0,336.0,TA,Y,272.0,NA,NA,0.0,3.0,2010.0,WD,Normal,3251.0,158.0
1319,20.0,RL,75.0,10215.0,Reg,Bnk,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,1954.0,1954.0,Wd Sdng,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,372.0,GasA,Ex,Y,SBrkr,0.0,948.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1954.0,Unf,1.0,248.0,TA,Y,0.0,NA,NA,0.0,2.0,2007.0,WD,Normal,1812.0,0.0
454,90.0,RL,63.0,9297.0,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5.0,5.0,1976.0,1976.0,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,122.0,GasA,TA,Y,SBrkr,0.0,1728.0,2.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,NA,Detchd,1976.0,Unf,2.0,560.0,TA,Y,0.0,NA,NA,0.0,7.0,2006.0,WD,Family,3456.0,0.0
1163,90.0,RL,60.0,12900.0,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4.0,4.0,1969.0,1969.0,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,0.0,GasA,TA,Y,SBrkr,0.0,1258.0,2.0,0.0,0.0,2.0,0.0,2.0,TA,6.0,Typ,0.0,NA,CarPort,1969.0,Unf,2.0,400.0,TA,Y,120.0,NA,NA,0.0,1.0,2008.0,WD,Alloca,2456.0,0.0
682,120.0,RL,70.0,2887.0,Reg,HLS,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6.0,5.0,1996.0,1997.0,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,288.0,GasA,Ex,Y,SBrkr,0.0,1291.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1996.0,Unf,2.0,431.0,TA,Y,307.0,NA,NA,0.0,11.0,2008.0,WD,Normal,2582.0,0.0
1338,60.0,RL,95.0,13450.0,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2002.0,2002.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,216.0,GasA,Ex,Y,SBrkr,0.0,1861.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,NA,BuiltIn,2002.0,RFn,2.0,492.0,TA,Y,146.0,NA,NA,0.0,6.0,2006.0,WD,Normal,2777.0,91.0
1295,20.0,RL,70.0,8400.0,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5.0,5.0,1968.0,1968.0,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,36.0,GasA,Gd,Y,SBrkr,0.0,1052.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1968.0,RFn,1.0,288.0,TA,Y,356.0,GdWo,NA,0.0,11.0,2006.0,WD,Normal,2104.0,0.0
325,45.0,RM,50.0,5000.0,Reg,Lvl,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5.0,6.0,1941.0,1950.0,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,604.0,GasA,Po,N,FuseF,0.0,803.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NA,Detchd,1941.0,Unf,2.0,360.0,TA,Y,0.0,NA,NA,0.0,12.0,2007.0,WD,Normal,1523.0,244.0
667,20.0,RL,65.0,8125.0,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6.0,5.0,1994.0,1998.0,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,270.0,GasA,Ex,Y,SBrkr,0.0,1679.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Fa,Attchd,1994.0,RFn,2.0,575.0,TA,Y,224.0,NA,NA,0.0,10.0,2008.0,WD,Normal,3087.0,42.0
730,120.0,RL,39.0,5389.0,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,1995.0,1996.0,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,415.0,GasA,Ex,Y,SBrkr,0.0,1616.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1995.0,RFn,2.0,608.0,TA,Y,237.0,NA,NA,0.0,3.0,2010.0,WD,Normal,3211.0,152.0
998,30.0,RM,60.0,9786.0,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3.0,4.0,1922.0,1950.0,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,1007.0,GasA,Fa,N,SBrkr,0.0,1077.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,1922.0,Unf,1.0,210.0,Fa,P,0.0,NA,NA,0.0,5.0,2006.0,WD,Normal,2084.0,148.0
645,20.0,RL,70.0,10530.0,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1971.0,1971.0,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,664.0,GasA,TA,Y,SBrkr,0.0,981.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Detchd,1979.0,Unf,2.0,576.0,TA,Y,0.0,NA,NA,0.0,3.0,2007.0,WD,Normal,1962.0,352.0
